file_name,label,pca_1,pca_2
Hukum - Thalaivar Alappara (PenduJatt.Co...,class1,6.6138149786759595,1.7108467540546548
Leo - Ratata Video Thalapathy Vijay Anir...,class1,-0.3932140861044768,-3.9743798779991995
Aaya Sher,class2,-7.076760977535467,5.00155387326989
Oru Peru Varalaaru,class2,0.6247880164481978,0.34434898507679096
God Mode,class3,3.4186213368366647,1.888830433325627
Raavana Mavandaa,class3,-3.187249268320877,-4.971200167727762
