file_name,original_file_name,file_path,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,duration_seconds
Hukum - Thalaivar Alappara (PenduJa...,Hukum - Thalaivar Alappara (PenduJatt.Com.Se).mp3,D:\CSC575_Audio_Visualization\data\audio\Hukum - Thalaivar Alappara (PenduJatt.Com.Se).mp3,-163.2493896484375,107.66368865966797,107.99638366699219,41.11885452270508,2.0897140502929688,19.123104095458984,33.25457763671875,17.40584945678711,10.90324878692627,14.913575172424316,8.646468162536621,14.65576457977295,7.046093463897705,8.832585334777832,1.7993876934051514,11.043905258178711,-1.630573034286499,11.305150032043457,13.48818302154541,7.504983425140381,-0.29747021198272705,10.948517799377441,10.1441011428833,7.497147083282471,4.870559215545654,6.407639503479004,0.4531078338623047,0.475215345621109,0.5345522165298462,0.5109398365020752,0.43897390365600586,0.44222724437713623,0.4743809401988983,0.4847162067890167,0.5199750661849976,0.5853883028030396,0.5350427031517029,0.5010784268379211,1981.7237606165556,1120.0692313763811,2274.6268080390173,440.61422461883916,4100.926091665458,1920.182607951414,0.08658098897911833,0.11122756785461063,0.11525393277406693,0.05155300721526146,10.0
Leo - Ratata Video Thalapathy Vijay...,Leo - Ratata Video Thalapathy Vijay Anirudh Ravichander - SonyMusicSouthVEVO (320k).mp3,D:\CSC575_Audio_Visualization\data\audio\Leo - Ratata Video Thalapathy Vijay Anirudh Ravichander - SonyMusicSouthVEVO (320k).mp3,-141.09597778320312,131.44178771972656,97.7434310913086,37.245758056640625,11.145766258239746,11.833674430847168,21.752283096313477,10.850349426269531,5.196959972381592,8.989680290222168,12.0028657913208,7.978244304656982,1.2566773891448975,7.29826021194458,10.200643539428711,7.41560697555542,-0.6293935179710388,5.888038635253906,9.103937149047852,6.688068389892578,1.764804482460022,5.186151027679443,7.117314338684082,5.473921775817871,0.24658238887786865,4.446401119232178,0.42629238963127136,0.4417359232902527,0.44901880621910095,0.6644886136054993,0.39678147435188293,0.42724326252937317,0.5051334500312805,0.40078550577163696,0.3868546187877655,0.3738076984882355,0.42726272344589233,0.4021171033382416,1720.9546592041681,797.663613630449,2261.893562423918,759.1460710994892,4051.0899661035382,1919.601292665967,0.04650680648201856,0.028488128855814455,0.1535734087228775,0.070961132645607,10.0
