<<<<<<< HEAD
query_file,metric,neighbor_1,distance_1
Hukum - Thalaivar Alappara (PenduJa...,euclidean,Leo - Ratata Video Thalapathy Vijay...,13.856406460551018
Leo - Ratata Video Thalapathy Vijay...,euclidean,Hukum - Thalaivar Alappara (PenduJa...,13.856406460551018
=======
query_file,metric,neighbor_1,distance_1
Hukum - Thalaivar Alappara (PenduJa...,euclidean,Leo - Ratata Video Thalapathy Vijay...,13.856406460551018
Leo - Ratata Video Thalapathy Vijay...,euclidean,Hukum - Thalaivar Alappara (PenduJa...,13.856406460551018
>>>>>>> 7f47d451c7a5e4dd870316c6ef400bc7644df07c
